,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
R_cell_62,13,19,12,26,2,5,13,11,16,6,3,2,3,6,4,3,5,1,0,3,0,2,8,4,2,3,3,5,3,4,8,3,2,0,7,4,1,2,2,6,3,3,2,3,3,3,5,6,5,2,0,4,4,1,0,2,3,8,0,2,1,2,3,4,2,7,2,3,8,1,1,0,1,1,4,4,2,2,1,3,4,1,3,2,1,0,0,2,5,0,2,5,3,0,2,3,1,1,5,0
R_cell_63,8,25,10,19,1,2,8,10,12,9,3,6,2,8,5,1,1,0,4,5,5,3,5,1,4,2,3,4,3,5,9,1,5,3,5,5,4,4,1,2,1,3,2,0,2,1,4,5,4,1,6,2,1,0,0,5,0,7,2,6,1,2,1,4,1,5,1,3,3,1,1,2,2,3,2,6,3,4,1,2,2,4,1,2,0,4,1,0,1,4,8,0,1,2,2,0,1,3,5,3
R_cell_64,2,3,6,5,3,0,2,2,4,1,5,6,2,8,1,2,3,1,3,4,1,2,3,5,4,2,1,3,1,0,17,3,0,5,7,4,3,1,0,5,21,14,10,18,11,18,14,6,40,14,11,3,2,1,3,2,2,2,1,1,3,0,7,7,7,2,3,3,3,1,2,1,2,1,8,6,2,2,3,1,4,2,1,2,1,6,1,2,5,1,1,2,1,4,2,2,3,2,8,3
R_cell_65,6,10,10,19,3,9,16,9,9,7,6,7,4,7,4,0,5,1,3,2,1,0,9,2,2,2,2,3,2,0,11,4,2,1,3,6,2,1,1,5,6,2,1,2,4,2,4,3,1,2,4,5,3,1,1,1,1,6,0,4,0,1,5,5,3,7,2,3,4,1,1,1,2,12,3,0,3,0,1,3,1,1,4,1,1,2,2,4,6,0,7,1,2,0,0,2,2,0,2,3
R_cell_66,2,1,5,6,1,4,1,3,6,2,26,35,13,4,13,7,13,8,46,16,3,4,6,5,3,3,3,3,3,3,12,4,3,1,4,6,2,3,2,6,2,6,1,4,4,5,0,5,4,5,4,2,0,2,2,3,0,4,3,3,2,3,3,6,5,0,1,2,3,1,0,1,0,4,2,6,4,3,4,4,2,3,0,1,0,4,1,1,2,2,5,2,3,1,1,0,0,1,5,1
R_cell_67,6,0,0,2,2,2,1,0,4,2,6,4,5,3,1,3,3,1,4,1,3,2,4,3,3,0,6,5,4,4,37,6,19,3,10,13,15,10,15,51,0,13,1,4,2,4,2,5,1,9,1,2,2,3,4,2,4,7,1,3,1,3,7,5,1,8,4,0,8,1,0,0,3,3,2,5,1,2,3,4,3,2,4,2,1,3,3,0,7,5,2,3,1,1,1,1,1,4,6,3
R_cell_68,14,10,10,28,4,2,9,6,29,2,8,6,2,1,3,0,2,1,4,2,3,1,4,1,4,3,1,0,5,7,9,1,2,1,2,6,3,1,3,5,3,3,1,1,3,2,3,4,3,3,3,2,2,3,2,1,2,12,0,3,3,0,2,3,4,1,8,3,7,1,0,0,0,2,4,3,1,3,4,0,10,1,1,2,0,2,1,2,5,3,9,3,2,2,1,1,1,5,1,2
R_cell_69,6,2,4,5,1,0,5,2,3,2,5,1,4,7,4,0,7,1,4,2,7,11,20,23,7,7,31,11,15,15,6,1,4,3,2,1,4,1,0,6,5,4,1,1,2,2,2,2,13,4,1,3,1,3,0,2,5,9,2,5,3,1,0,6,4,3,0,1,10,1,1,2,1,6,4,3,0,0,4,1,0,1,5,1,0,5,1,1,4,6,1,2,1,4,1,0,1,4,2,0
R_cell_70,6,2,7,1,1,2,2,1,6,2,30,21,12,18,25,12,9,8,33,10,0,1,7,0,2,2,3,0,5,4,8,0,6,2,5,6,1,0,2,4,4,2,4,4,2,2,7,3,2,4,1,1,2,5,1,4,2,15,1,0,3,4,4,3,6,4,0,4,7,2,2,0,0,2,1,3,4,1,5,0,1,1,5,3,3,3,1,2,2,0,3,0,4,5,0,0,1,3,1,0
R_cell_71,5,2,9,4,0,4,2,4,2,1,2,6,1,3,5,2,4,0,3,4,7,11,20,9,8,21,16,19,8,10,14,2,3,2,5,4,3,2,2,4,4,6,2,1,4,2,2,4,3,1,6,4,1,0,2,1,1,6,1,7,0,2,5,6,4,9,1,3,2,2,1,1,0,4,2,4,2,2,4,2,4,3,0,2,1,7,1,0,5,6,3,2,4,6,3,2,1,1,0,1
R_cell_72,3,2,1,4,1,1,2,4,3,0,2,4,3,6,7,3,4,0,8,2,5,3,4,2,2,3,9,4,3,1,26,3,13,8,17,10,12,20,7,69,7,3,3,3,4,9,3,3,7,4,7,6,0,4,8,0,1,6,1,5,1,0,5,6,3,1,4,3,1,3,1,2,3,2,4,2,2,4,3,5,1,1,3,0,3,2,3,3,1,1,1,5,2,4,1,0,0,3,5,1
R_cell_73,10,8,22,33,3,5,12,7,15,4,2,5,3,4,4,2,2,2,0,2,2,4,4,3,5,1,6,6,2,6,10,2,3,0,5,5,1,3,1,7,7,2,0,5,1,4,3,4,3,4,0,6,1,2,5,1,0,12,0,5,0,2,3,5,7,5,3,7,4,3,2,1,3,1,4,2,3,2,5,1,2,5,1,3,0,1,3,2,5,5,1,2,4,1,0,0,0,0,3,1
R_cell_74,2,0,6,5,0,0,2,6,3,2,2,4,6,4,3,2,6,0,4,3,0,2,6,2,2,1,3,4,6,8,9,1,2,1,3,15,3,4,3,5,22,12,5,24,12,16,13,18,36,16,4,0,3,5,5,1,2,12,1,5,1,1,1,9,2,4,2,4,2,3,0,3,0,2,3,5,0,2,3,3,0,4,0,2,1,1,5,4,6,4,3,4,2,4,1,5,4,0,5,4
R_cell_75,10,3,17,41,2,3,11,4,24,2,1,2,2,5,3,4,3,2,1,0,5,5,6,2,0,5,5,5,5,2,5,2,1,5,2,6,3,1,1,3,1,7,0,3,3,2,4,3,7,3,7,4,2,1,1,2,0,5,1,5,2,1,6,2,3,5,3,2,9,2,1,6,2,3,2,3,1,5,3,4,5,6,2,2,1,11,5,1,4,3,3,0,2,3,2,0,0,1,4,4
R_cell_76,2,0,4,3,1,2,4,4,5,4,5,7,7,9,0,3,4,0,7,0,1,1,10,3,4,1,2,4,3,5,22,6,19,6,6,18,33,7,8,73,5,0,1,1,7,4,7,1,6,3,2,4,0,3,2,4,2,6,0,5,1,3,4,3,4,6,3,1,5,2,0,2,2,4,2,5,0,2,2,1,3,2,4,2,0,5,0,1,1,1,8,2,4,0,1,1,0,0,3,0
R_cell_77,7,3,5,15,0,3,6,5,1,0,44,17,20,14,13,7,18,6,26,15,3,2,2,3,4,3,1,2,2,5,5,0,0,2,7,3,3,1,2,4,4,7,5,1,1,1,4,1,5,0,3,7,0,0,1,1,2,12,3,6,2,3,1,4,3,8,4,6,4,1,1,1,0,9,2,4,2,3,7,0,0,0,0,3,1,6,2,2,6,3,4,0,4,6,3,2,1,1,5,2
R_cell_78,17,10,10,35,2,4,3,10,12,7,7,3,1,5,7,0,2,3,7,3,0,2,10,3,4,0,9,1,1,5,12,1,3,3,3,13,3,2,1,1,4,0,0,4,2,5,3,8,3,5,1,3,2,0,0,3,0,12,0,4,1,6,2,4,2,5,3,2,6,2,3,1,1,1,1,6,2,0,4,0,5,5,1,2,2,1,3,4,4,2,9,3,2,4,0,1,1,2,2,1
R_cell_79,2,2,3,7,2,0,2,0,3,2,28,8,9,4,11,9,12,8,35,9,4,0,3,5,2,3,1,2,4,7,7,1,1,3,6,8,2,0,1,3,2,10,3,2,3,2,4,3,4,3,4,2,1,2,8,2,3,2,3,3,0,1,3,5,4,3,3,5,5,0,0,4,2,8,5,1,2,6,2,3,2,1,3,2,2,3,3,4,1,3,5,0,6,1,0,0,2,0,3,1
R_cell_80,9,9,16,23,2,8,8,7,25,2,6,2,7,5,1,2,5,3,1,0,4,1,2,4,2,1,0,6,3,8,10,2,2,1,3,4,6,2,0,4,5,6,0,4,7,3,10,2,4,5,3,8,0,2,1,2,1,9,3,6,0,4,2,4,3,1,2,2,6,1,1,2,0,4,0,3,1,4,5,3,7,2,1,2,4,5,2,2,5,6,1,4,1,4,0,1,0,2,2,1
R_cell_81,6,0,3,2,0,0,6,2,3,3,5,2,1,11,5,2,4,1,1,0,4,0,5,3,5,2,0,3,5,2,29,5,8,8,10,14,7,7,36,72,4,1,1,3,3,0,5,5,6,2,1,0,0,3,1,2,3,10,2,5,1,1,2,4,2,4,2,0,6,1,2,1,0,12,1,4,2,0,4,4,3,1,3,2,1,4,1,3,1,5,3,4,3,3,2,3,1,1,9,2
R_cell_82,3,0,6,4,3,2,3,3,1,3,17,5,0,6,4,2,0,3,5,5,5,0,7,1,3,0,7,3,6,4,10,1,0,2,3,7,1,0,2,4,19,5,2,8,8,10,33,12,33,13,1,1,2,3,2,1,1,9,2,11,1,3,2,6,6,4,2,0,1,3,2,1,2,3,4,5,1,4,2,0,2,1,3,6,1,5,3,0,6,3,4,1,1,3,0,1,4,2,4,3
R_cell_83,1,1,2,12,0,1,5,3,3,1,18,20,6,16,16,0,16,3,40,11,5,4,7,0,1,6,5,5,6,1,5,2,2,0,9,6,0,3,1,5,8,0,1,1,2,4,7,3,6,4,2,3,2,5,1,0,2,3,3,4,1,4,2,5,4,4,6,5,9,3,1,0,1,2,1,5,3,1,10,0,7,3,1,2,0,3,0,3,4,4,1,1,3,3,0,3,2,0,2,3
R_cell_84,14,8,16,29,1,2,9,7,19,3,4,2,10,8,2,5,4,1,4,1,4,0,2,3,2,3,2,6,6,2,9,1,3,2,3,5,4,1,2,6,3,0,2,3,6,3,3,4,5,6,4,2,2,1,3,1,1,4,2,4,0,2,5,1,1,9,0,0,10,4,2,1,2,5,2,2,3,5,3,1,2,2,0,2,0,4,1,1,4,3,10,1,2,2,1,3,0,1,2,0
R_cell_85,3,4,5,1,1,0,0,4,2,3,6,0,3,6,5,0,4,3,7,2,2,0,7,3,1,2,1,1,2,5,50,3,16,3,4,17,10,20,12,55,6,5,1,6,11,1,6,4,8,4,3,6,2,2,4,3,4,2,2,8,0,6,2,2,4,5,2,0,0,2,1,3,2,3,5,0,1,2,3,2,4,1,4,1,1,7,2,3,6,2,4,0,2,1,1,0,2,1,4,3
R_cell_86,3,0,2,3,1,0,1,3,4,1,3,5,1,5,5,1,9,3,5,0,6,6,7,3,5,4,8,3,4,6,32,4,7,9,6,19,20,9,17,44,6,6,1,3,2,8,6,0,6,1,2,4,0,3,1,3,2,3,6,5,1,2,1,4,1,3,6,2,5,1,2,0,1,1,4,2,2,1,5,3,5,3,0,3,1,4,3,1,5,3,3,2,1,5,1,1,3,0,7,2
R_cell_87,4,6,6,6,1,1,3,2,2,2,6,6,2,5,4,2,2,0,5,1,8,5,9,22,13,21,31,12,9,4,5,3,0,3,4,5,2,3,3,3,5,1,3,6,1,5,6,6,11,4,5,6,1,7,1,2,3,5,2,10,2,0,7,2,3,7,1,0,6,0,0,0,7,0,5,6,5,7,9,3,1,2,3,7,1,4,3,0,4,0,2,3,5,2,3,0,0,3,1,1
R_cell_88,1,0,4,2,1,0,1,5,1,0,6,2,5,13,4,1,2,4,2,1,4,0,9,3,1,4,0,8,2,0,56,4,12,5,6,8,30,17,19,69,3,4,6,3,1,1,9,1,2,4,0,6,2,1,4,4,5,5,2,4,0,2,4,6,7,4,2,3,5,4,0,1,0,3,3,4,1,5,3,0,5,0,2,3,1,2,0,1,1,3,5,1,4,1,0,2,2,1,4,1
R_cell_89,1,2,11,9,1,2,3,3,3,2,2,2,7,2,8,1,2,1,3,3,3,1,7,6,0,4,4,2,2,6,2,3,3,2,6,6,5,0,1,4,25,8,1,19,11,15,19,28,21,14,1,5,1,4,4,3,0,3,3,9,1,2,4,4,3,6,3,3,2,5,4,2,1,3,0,7,2,3,6,1,2,2,2,1,0,2,2,1,6,2,4,2,2,2,1,3,1,2,2,1
R_cell_90,2,2,3,3,1,1,3,2,4,3,5,0,0,5,3,4,3,1,3,0,6,8,21,14,8,9,31,9,11,9,12,1,0,3,6,8,2,1,0,4,1,3,4,7,5,3,6,3,3,5,5,4,0,1,3,1,1,5,4,6,1,6,3,4,2,6,2,1,2,3,4,0,0,8,4,5,6,3,2,1,2,1,2,2,5,4,3,3,3,3,8,4,2,1,0,1,2,3,5,0
R_cell_91,1,0,1,9,1,0,0,4,4,0,7,4,2,6,3,2,10,0,11,2,4,2,3,2,1,2,6,4,9,5,10,8,4,1,5,7,1,2,0,3,22,8,2,14,10,12,16,15,35,18,5,6,0,4,2,0,5,6,3,5,0,1,0,5,5,1,0,0,2,2,1,1,2,9,2,2,0,0,1,1,7,3,2,1,0,7,0,1,3,3,1,2,3,2,2,2,2,1,1,0
R_cell_92,5,1,4,5,1,4,6,0,0,1,3,2,2,4,5,1,2,1,6,1,0,3,4,2,3,3,5,5,5,4,34,5,21,13,14,23,5,4,8,101,5,2,2,2,3,6,15,2,1,3,2,1,0,0,3,1,1,6,1,6,0,4,3,3,1,4,1,1,1,2,1,0,0,7,2,4,1,4,3,1,1,3,2,3,1,1,3,1,5,2,1,4,6,1,1,1,1,0,1,1
R_cell_93,15,8,16,36,0,1,9,10,14,3,12,7,1,6,6,2,2,1,8,4,1,1,13,2,1,1,4,2,1,9,10,3,6,1,3,6,4,3,1,7,4,1,1,5,2,3,4,1,5,1,1,4,1,2,1,1,2,5,3,6,0,1,4,2,8,5,1,3,4,0,0,1,1,1,3,4,1,1,1,2,3,1,2,3,0,2,6,4,4,4,4,3,1,4,0,3,2,0,4,1
R_cell_94,5,3,5,3,0,2,2,1,0,1,29,11,12,12,13,13,24,9,38,9,4,4,7,4,2,3,2,4,2,4,11,2,0,2,5,8,4,4,0,4,6,3,0,2,2,1,1,6,5,3,4,4,0,2,3,2,5,8,1,4,5,2,4,4,7,1,1,2,6,2,1,0,1,4,4,2,4,2,3,5,5,0,3,1,1,7,4,4,1,3,5,0,2,2,1,1,1,0,3,2
R_cell_95,3,1,2,2,1,2,1,1,1,1,5,6,3,5,0,1,2,1,3,1,6,12,37,16,18,5,26,7,14,11,3,6,2,1,6,10,6,8,0,1,2,4,2,1,2,2,10,2,6,2,3,3,0,6,4,3,3,9,3,6,4,2,1,2,9,3,2,2,5,3,0,1,2,3,4,5,5,5,4,0,4,2,3,5,0,1,4,4,1,2,2,3,4,1,2,2,1,2,4,1
R_cell_96,1,3,5,6,3,1,4,2,3,1,13,26,11,22,10,3,11,4,31,8,2,5,5,3,1,3,5,8,4,4,13,3,2,5,5,6,1,2,1,5,7,1,0,4,2,5,3,1,4,2,6,7,0,1,1,1,0,8,1,3,0,3,2,3,2,4,2,2,7,1,3,3,0,1,1,3,1,2,3,4,2,1,2,2,3,5,0,2,3,2,1,2,2,2,0,1,0,2,6,0
R_cell_97,10,10,11,34,1,10,10,6,11,2,7,3,3,3,4,1,2,0,2,2,1,3,4,4,3,1,3,2,0,3,15,3,2,0,0,4,0,0,0,7,3,6,1,0,7,6,9,8,6,1,5,4,1,1,1,3,1,3,3,4,2,3,4,5,4,6,3,6,3,3,1,0,0,7,1,7,0,3,3,0,1,4,3,0,1,7,1,1,8,5,5,1,4,3,0,1,3,4,2,0
R_cell_98,4,0,4,5,1,0,1,0,6,0,2,7,2,1,4,0,4,5,8,4,2,1,7,6,0,2,1,5,0,3,8,5,3,0,7,3,4,3,0,6,26,18,4,12,13,9,22,20,34,9,1,3,0,0,4,1,5,6,2,5,0,3,6,3,2,1,2,2,6,2,3,1,1,3,1,5,2,2,2,6,4,1,1,2,2,3,3,1,8,6,6,6,2,1,1,0,2,4,3,2
R_cell_99,1,1,3,7,0,2,6,3,5,1,2,3,4,4,1,2,1,3,4,3,8,4,29,30,11,13,20,10,7,10,12,1,1,0,9,6,0,2,3,6,0,5,2,3,2,4,1,6,4,5,7,4,0,5,1,2,1,20,0,9,1,1,5,3,2,3,0,3,4,0,0,0,2,6,2,2,4,8,3,1,5,5,1,3,4,2,1,1,3,2,5,4,1,1,0,1,1,0,3,1
R_cell_100,5,2,3,6,1,3,5,3,2,0,25,21,9,14,36,1,10,9,64,9,0,2,6,4,4,3,6,7,2,4,2,4,1,3,1,5,2,2,4,6,1,2,2,3,5,4,5,3,3,5,4,1,1,6,0,6,2,7,3,5,1,2,0,3,3,3,1,5,5,3,1,0,1,7,2,5,1,4,3,1,5,1,1,5,0,4,0,1,6,4,4,0,0,3,1,0,0,1,4,0
R_cell_101,3,2,6,4,2,0,4,1,6,1,8,3,4,10,9,1,3,3,6,5,9,1,8,2,4,1,5,3,4,4,15,3,20,8,5,21,13,22,24,82,7,2,7,1,3,4,5,2,9,4,4,2,1,4,5,3,3,10,0,8,4,2,5,5,4,11,2,2,5,2,0,2,0,7,3,1,0,3,4,1,5,2,4,1,2,3,6,2,6,4,6,2,6,0,1,2,8,3,8,3
R_cell_102,2,1,5,2,1,2,2,1,5,0,5,3,1,5,0,0,6,2,8,2,5,7,43,6,12,30,34,6,20,9,11,7,0,1,4,3,6,3,1,12,4,6,2,2,1,1,1,0,8,3,2,4,0,3,2,3,1,8,3,5,1,3,7,6,2,5,3,3,3,4,3,4,2,2,2,5,1,1,4,2,2,3,5,0,2,0,1,0,3,4,5,0,1,2,1,3,1,0,7,0
R_cell_103,2,7,5,3,1,0,2,2,1,2,3,2,5,4,3,2,4,1,4,3,0,5,8,3,5,2,5,5,1,1,6,3,0,1,4,2,5,2,1,4,22,19,2,18,7,10,11,6,24,21,2,4,3,0,1,2,3,6,2,6,1,4,6,1,1,4,0,2,5,1,1,0,1,6,5,12,1,3,3,2,7,0,2,1,0,4,1,4,6,2,5,7,5,2,0,0,3,0,1,0
R_cell_104,8,10,21,26,2,5,5,3,9,6,1,5,3,2,8,1,3,0,4,2,1,0,7,5,2,0,4,4,9,2,4,1,4,5,6,5,2,1,2,9,9,3,2,2,0,5,1,2,2,4,3,8,1,2,2,1,2,10,1,2,3,3,4,5,9,7,0,2,0,8,0,1,1,7,4,4,2,1,2,2,3,2,4,3,0,1,1,1,4,3,1,1,4,1,1,2,2,1,1,2
R_cell_105,9,0,3,1,2,1,2,4,0,0,20,25,11,10,33,5,23,6,43,18,2,0,1,1,3,2,3,4,4,1,9,1,1,2,1,2,4,1,2,1,4,2,5,5,3,2,6,4,2,5,2,6,2,2,2,1,3,13,0,4,2,2,7,1,8,4,0,2,5,2,1,0,1,3,0,7,3,5,2,2,1,1,1,2,1,5,0,3,3,3,8,2,1,1,2,1,4,1,3,3
R_cell_106,3,2,3,4,0,2,4,1,1,0,3,1,3,14,2,4,0,4,5,2,5,2,8,1,1,1,2,3,4,5,19,1,14,4,18,14,9,22,14,72,3,3,4,5,3,1,5,2,5,0,2,8,0,4,0,1,3,8,2,6,2,5,4,3,6,8,1,4,5,4,2,1,4,5,10,3,1,3,4,1,3,4,3,0,0,7,2,6,4,5,4,0,7,7,0,5,0,0,7,0
R_cell_107,1,0,9,10,1,1,6,5,5,2,6,3,6,12,4,1,3,1,2,1,9,11,24,45,19,15,23,6,20,13,7,2,2,1,4,4,5,0,2,6,4,7,0,3,4,2,5,3,6,1,3,5,3,1,4,3,0,9,1,3,2,1,4,3,5,2,1,1,1,3,1,1,5,3,3,5,1,3,7,4,4,2,6,1,3,2,4,4,4,1,5,4,2,2,1,4,2,2,2,2
R_cell_108,1,1,5,2,4,1,3,0,2,2,1,1,3,2,4,3,0,0,8,2,3,2,4,2,2,4,3,2,3,1,11,5,3,1,5,8,7,2,4,8,25,9,7,14,3,5,18,10,24,11,3,7,0,7,1,2,3,4,1,5,1,4,4,5,5,5,5,1,6,1,2,1,2,2,2,11,0,3,1,5,12,2,2,2,0,5,0,1,2,3,2,0,7,2,1,2,0,1,4,1
R_cell_109,4,0,5,8,0,1,2,2,3,1,1,3,2,2,4,1,1,4,1,2,0,1,6,6,0,0,5,2,0,4,10,1,1,1,5,1,2,1,0,1,26,16,6,17,5,13,12,14,35,7,5,7,0,1,2,2,5,3,2,7,0,4,4,3,0,1,1,3,4,2,1,1,2,7,2,2,6,3,6,1,5,0,3,0,0,3,4,1,2,8,6,8,2,4,0,0,2,3,1,1
R_cell_110,5,1,2,3,2,1,4,4,1,0,3,10,2,9,4,2,2,0,5,5,5,1,6,2,2,3,4,1,3,6,37,5,7,6,9,25,34,13,22,37,1,4,0,1,1,6,8,3,3,3,5,5,1,0,1,1,3,4,0,2,1,1,7,5,5,9,3,2,5,4,0,2,3,2,5,1,1,6,8,2,5,3,0,3,0,2,2,5,10,7,3,4,1,3,1,0,1,1,2,2
R_cell_111,9,3,6,8,0,1,2,3,1,5,6,3,3,2,3,3,3,2,5,3,4,3,4,1,0,2,2,7,3,6,41,5,8,7,11,19,17,11,6,38,3,2,1,4,4,0,5,3,2,1,3,5,1,1,1,4,1,5,2,2,1,0,2,4,7,1,4,4,2,3,1,1,3,1,2,6,2,3,5,3,2,3,0,3,2,6,1,4,4,1,16,2,0,6,6,1,0,0,3,1
R_cell_112,9,0,3,5,0,1,4,1,2,2,4,10,7,5,6,5,6,0,5,3,3,2,7,1,1,3,3,4,2,4,6,2,2,1,4,8,1,1,2,10,19,9,9,13,11,14,14,9,33,20,5,2,1,0,1,5,0,8,3,3,0,2,0,1,8,2,7,2,2,3,4,3,3,4,3,1,2,2,6,1,5,2,1,2,0,5,1,2,3,8,1,2,0,3,1,1,1,0,5,1
R_cell_113,2,3,2,4,4,1,5,0,5,0,3,7,3,2,2,3,2,0,5,4,2,6,37,15,15,7,32,3,13,11,17,4,3,1,1,10,3,0,1,3,4,9,2,1,0,1,5,3,2,4,0,1,0,2,5,2,1,12,1,7,2,3,3,7,6,9,0,2,8,1,1,1,2,2,4,3,3,2,1,4,4,3,1,1,1,4,0,2,2,2,5,2,2,3,4,0,1,3,3,3
R_cell_114,10,15,23,33,4,6,6,9,17,6,6,4,3,7,5,2,4,0,5,1,3,6,5,3,3,2,7,1,3,6,9,1,1,1,8,1,2,3,0,5,3,6,2,4,4,4,3,4,5,1,1,0,4,3,4,1,3,7,1,4,1,5,5,8,9,2,3,0,4,1,1,0,1,1,3,4,1,4,5,4,4,2,3,2,4,1,1,3,1,6,7,4,2,5,0,0,1,1,4,3
R_cell_115,14,14,23,24,1,5,7,5,28,5,3,4,2,0,3,0,2,1,6,5,4,1,2,2,3,0,2,3,6,1,14,1,0,4,3,5,1,2,3,5,4,5,5,3,3,3,5,2,4,3,4,7,5,3,1,2,3,4,1,2,0,2,3,7,1,2,0,0,4,3,1,0,5,1,0,2,3,2,5,1,3,3,4,1,2,5,2,2,4,3,1,4,1,4,0,1,3,3,5,5
R_cell_116,1,0,7,3,1,4,2,0,5,1,23,20,7,8,12,9,34,4,18,7,2,3,7,2,0,2,7,5,5,5,9,5,1,4,9,7,1,2,1,1,6,1,0,2,3,7,9,0,2,4,0,4,3,7,1,2,0,6,0,4,0,2,3,1,4,6,3,3,3,2,1,1,1,11,3,8,0,4,4,3,3,3,4,1,4,3,1,1,2,5,4,4,4,6,0,7,2,2,7,2
R_cell_117,12,13,18,27,8,4,5,7,14,3,4,4,0,2,6,1,5,3,3,2,5,2,10,4,3,2,1,1,3,2,6,0,3,2,3,4,2,0,2,11,6,2,1,4,3,4,2,5,10,3,3,3,2,2,3,4,3,8,2,6,1,4,6,9,1,3,2,3,3,1,2,0,1,3,2,1,1,1,7,5,1,2,1,1,1,7,3,8,11,6,3,5,0,5,4,0,3,1,5,1
R_cell_118,15,4,15,29,1,5,12,7,23,3,3,2,2,5,2,1,5,0,10,6,6,1,2,2,2,3,5,2,9,8,9,1,5,2,17,3,4,1,2,6,3,3,1,5,2,1,7,3,2,3,1,6,4,2,0,0,0,4,3,4,1,1,4,4,6,2,1,0,6,7,1,6,0,2,0,5,0,2,4,0,3,2,0,1,1,7,1,2,3,8,5,1,2,2,0,0,1,1,0,1
R_cell_119,8,18,17,19,2,8,4,11,14,3,4,4,2,8,6,4,5,2,7,1,4,1,7,2,2,4,4,3,6,7,21,1,1,4,3,5,5,1,4,4,2,4,2,6,2,9,3,4,2,4,3,3,2,6,1,3,0,15,1,3,0,4,11,9,7,3,1,4,3,2,3,2,1,6,3,7,0,2,5,3,1,4,1,2,2,3,0,3,6,1,3,6,1,0,1,1,2,1,3,2
R_cell_120,0,1,1,2,0,2,2,0,2,1,31,29,15,16,26,3,24,6,49,11,2,2,5,6,1,2,1,10,2,11,12,3,2,2,3,11,2,0,0,5,8,0,4,4,4,2,3,2,3,0,1,8,2,1,5,1,2,7,2,7,0,2,3,3,4,6,1,3,2,4,0,3,1,6,3,6,4,5,1,1,2,1,5,2,0,2,2,3,2,2,1,2,1,3,1,1,2,1,3,2
R_cell_121,2,0,5,4,0,2,2,2,0,1,31,12,9,10,9,3,17,5,33,17,3,0,4,6,3,4,1,1,3,5,10,2,2,1,0,3,1,0,2,5,5,3,2,4,4,7,1,4,2,1,4,4,0,0,2,0,4,15,0,4,0,3,4,4,3,3,2,2,7,3,3,3,1,1,4,4,1,3,3,2,3,4,1,1,1,2,3,3,1,4,9,1,3,8,2,0,1,1,9,0
R_cell_122,1,0,12,7,2,3,2,2,2,1,6,7,4,5,2,1,3,2,3,5,4,1,5,2,5,2,3,3,5,7,8,2,3,2,6,3,2,1,1,3,23,22,3,28,8,15,31,14,17,12,8,2,0,0,4,1,0,8,0,6,2,3,5,4,4,6,4,0,8,2,2,2,1,6,2,9,0,7,3,2,2,1,2,3,1,1,2,3,5,4,4,0,0,2,0,1,1,3,3,2
R_cell_123,4,0,2,4,2,1,3,3,4,0,9,5,1,9,4,4,3,1,5,5,3,1,4,3,1,2,3,6,2,3,42,3,23,9,8,12,9,21,11,50,3,3,3,3,2,1,7,2,2,3,2,6,2,1,5,0,1,4,0,3,0,2,1,1,3,3,1,3,9,3,2,0,2,5,5,4,3,4,11,5,3,3,2,1,2,1,2,2,4,2,1,1,1,4,4,1,0,0,3,2
R_cell_124,2,0,1,4,0,3,1,0,4,2,27,18,13,18,14,4,13,10,25,12,1,2,5,2,3,4,8,4,1,3,12,3,5,1,1,4,4,3,1,6,1,8,2,2,0,1,7,3,6,3,2,8,1,1,0,3,1,8,3,5,0,2,2,11,5,4,2,0,2,4,1,4,2,4,4,2,0,3,1,2,2,1,3,0,3,3,4,3,2,3,4,4,1,3,0,3,0,1,2,1
R_cell_125,10,13,18,30,4,2,9,6,12,6,2,2,2,7,1,2,0,1,2,3,0,1,12,8,2,2,3,6,3,8,7,1,1,3,3,10,4,5,4,6,7,6,7,5,4,1,5,3,5,2,3,3,1,0,0,0,2,8,3,1,2,2,3,1,4,1,3,1,6,0,0,2,1,4,4,3,4,3,2,1,4,2,2,1,0,8,0,4,4,3,7,2,0,2,1,0,1,5,2,1
R_cell_126,1,0,5,3,1,0,4,4,6,0,5,3,5,11,5,9,2,1,3,1,10,6,21,29,15,12,31,8,13,10,10,3,1,0,3,5,2,2,1,3,4,2,0,3,3,5,5,3,4,2,6,2,2,2,5,2,2,7,0,3,4,3,0,4,3,4,2,2,5,4,1,0,2,3,1,2,3,3,1,1,1,5,6,3,3,6,2,3,0,6,8,4,1,4,0,0,4,1,6,3
