,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
Q_cell_62,5,0,1,9,1,0,6,1,3,1,12,3,3,11,6,2,3,3,4,2,6,3,9,1,2,5,5,0,5,4,17,2,3,2,2,5,6,3,4,10,37,8,6,17,12,3,21,9,37,26,5,5,0,3,0,4,1,12,2,9,0,3,7,5,7,6,1,1,1,5,1,0,1,2,5,4,0,4,4,7,5,1,2,3,1,2,2,2,2,6,3,1,3,3,2,0,1,1,7,1
Q_cell_63,14,1,2,3,0,0,6,6,1,2,14,7,4,4,2,2,3,5,3,2,12,17,20,49,28,11,44,6,25,9,13,4,2,0,4,7,3,6,1,4,5,3,3,0,4,2,5,5,4,4,7,5,0,3,3,0,2,5,1,13,2,3,1,0,5,2,3,2,5,0,3,2,0,3,4,11,0,5,5,4,8,4,4,6,2,3,2,5,5,3,3,3,2,4,1,2,1,3,1,2
Q_cell_64,2,1,3,2,1,1,4,2,4,1,4,7,1,10,7,2,7,3,2,4,7,14,28,44,21,17,35,13,13,19,17,4,2,4,5,5,1,8,2,7,3,2,0,2,4,3,6,1,3,4,4,3,1,5,1,5,3,5,0,7,1,3,5,6,1,6,2,2,8,3,0,1,3,5,0,8,2,6,8,3,4,2,4,4,1,3,4,1,8,4,3,2,3,4,1,0,4,1,3,0
Q_cell_65,5,0,1,12,2,0,7,5,4,2,1,4,3,7,8,6,5,2,7,6,3,0,10,5,2,5,7,5,0,2,60,10,11,6,20,19,20,11,45,99,3,1,3,1,1,8,3,4,7,3,4,6,0,2,3,2,2,10,2,3,0,2,3,4,12,5,2,2,7,3,0,0,2,1,6,6,3,5,7,0,5,0,3,0,0,2,0,1,6,6,5,4,1,3,2,1,1,3,2,0
Q_cell_66,27,18,16,55,4,1,9,5,16,10,14,4,10,8,2,4,1,1,8,4,2,5,1,6,3,4,5,5,5,3,6,5,4,1,9,6,4,4,2,13,2,1,1,2,5,3,6,2,3,2,2,5,0,0,0,3,0,7,6,1,1,3,6,7,4,7,3,3,6,3,0,0,1,3,8,9,8,2,5,5,4,3,4,2,0,3,6,3,3,3,4,2,2,1,1,3,2,3,3,1
Q_cell_67,5,1,3,8,1,1,7,5,0,3,37,33,7,15,28,5,23,24,16,15,2,1,8,2,3,5,7,2,3,5,12,5,1,4,7,5,6,3,4,12,11,3,3,5,3,3,4,1,3,5,1,8,0,4,2,4,5,18,0,8,2,5,1,3,8,3,5,1,9,2,1,1,0,3,7,7,5,4,7,4,5,4,3,0,0,3,5,1,1,5,4,1,7,3,1,0,0,0,4,3
Q_cell_68,6,1,3,4,0,0,7,3,1,0,11,7,0,7,15,2,3,0,10,8,2,3,4,3,4,0,10,2,6,3,47,19,18,8,8,5,11,4,19,54,2,5,1,1,3,3,6,0,2,2,2,3,3,2,0,4,8,15,0,8,0,1,3,5,1,3,4,1,4,1,1,3,3,7,7,7,8,5,5,1,8,4,3,4,1,4,2,0,1,4,4,4,1,1,0,1,0,4,8,0
Q_cell_69,5,2,4,6,1,0,6,3,2,0,8,6,3,9,8,4,5,2,2,5,12,8,18,18,24,13,109,5,9,9,18,1,2,1,2,7,4,2,5,3,9,4,5,0,1,5,6,5,5,3,4,10,3,5,1,3,1,17,4,5,1,1,2,4,12,4,8,3,3,4,1,2,0,5,4,1,3,3,5,4,10,2,2,1,2,5,4,6,2,3,3,4,5,0,1,3,1,3,6,0
Q_cell_70,10,1,4,11,0,3,1,3,8,2,7,6,2,5,5,3,5,0,2,4,1,2,5,1,2,5,3,5,1,0,22,4,3,4,3,5,3,1,3,6,19,18,1,16,13,26,10,7,33,37,1,9,1,5,1,1,4,3,2,8,0,3,0,6,9,5,4,5,16,3,0,2,1,0,4,10,3,10,4,2,9,4,6,1,0,1,2,9,2,2,3,5,0,1,1,0,0,0,7,3
Q_cell_71,3,0,2,6,2,1,2,7,2,1,4,8,2,9,3,4,1,4,2,5,12,18,23,13,11,19,30,3,20,8,5,5,4,5,1,3,4,2,3,6,10,2,1,2,6,4,4,4,0,4,4,8,3,5,0,1,7,12,2,4,0,2,2,3,6,11,3,5,6,2,2,1,2,3,10,5,4,4,6,6,11,2,3,3,0,2,2,1,3,5,4,2,5,1,1,1,1,1,5,1
Q_cell_72,2,0,3,5,2,3,3,1,5,2,47,21,23,19,48,6,18,13,40,10,1,1,4,3,1,0,3,3,1,8,10,2,3,4,7,5,4,1,5,6,7,4,1,0,8,9,4,0,4,7,4,7,9,3,0,1,1,12,1,4,0,1,2,5,3,7,4,3,10,3,1,4,1,2,5,6,2,4,5,3,9,3,6,1,2,3,2,3,5,7,4,3,3,2,1,1,2,2,3,3
Q_cell_73,6,3,2,7,0,0,7,0,2,1,17,7,4,6,8,3,4,5,8,1,7,3,49,27,50,17,13,5,13,12,23,6,1,5,6,6,6,2,3,9,5,2,2,8,2,1,6,4,5,4,5,2,2,2,2,2,1,12,1,6,2,3,3,3,2,4,4,4,3,2,1,1,2,3,11,5,0,2,1,3,2,2,2,3,0,3,2,4,3,1,7,2,8,2,0,1,4,3,8,0
Q_cell_74,4,1,1,3,3,2,5,3,4,1,3,6,0,8,10,3,5,1,3,2,12,5,4,3,3,2,4,2,1,5,45,15,23,11,9,27,11,23,64,63,6,6,2,4,2,6,3,1,3,13,5,2,4,1,1,1,4,11,11,10,0,2,6,0,3,1,5,3,9,4,1,0,2,6,6,8,3,5,1,6,2,1,4,1,1,3,10,3,1,2,5,3,7,4,0,2,1,1,5,0
Q_cell_75,3,4,3,3,2,3,6,3,1,1,4,11,2,6,7,1,1,5,9,3,2,2,3,1,5,3,4,3,6,5,17,2,1,1,4,3,6,5,1,0,44,16,5,13,7,11,12,7,17,29,1,8,0,5,2,1,3,5,1,9,0,2,4,0,5,9,7,2,13,3,4,3,1,5,7,5,3,3,13,2,8,2,0,1,0,1,1,1,5,3,5,4,4,2,1,0,2,1,7,1
Q_cell_76,3,9,26,51,1,5,4,8,16,1,8,3,6,8,4,7,8,3,4,3,0,0,1,3,2,1,3,4,6,4,10,3,5,3,1,4,6,2,6,15,4,3,3,3,8,9,4,3,7,4,6,6,1,3,3,3,3,7,2,5,0,3,4,3,5,6,2,1,12,2,2,1,4,8,7,7,2,3,9,4,5,2,6,1,1,0,4,3,1,3,1,8,2,1,3,2,1,7,4,0
Q_cell_77,3,4,1,9,1,0,1,1,1,3,9,4,2,0,12,3,5,3,5,2,6,4,16,12,9,12,81,9,19,5,13,1,3,3,2,8,3,5,3,14,6,1,4,6,3,4,6,5,6,8,4,3,5,3,6,1,1,3,2,7,0,1,7,7,6,3,7,2,11,5,0,0,1,5,3,4,3,6,4,0,6,1,1,2,0,10,3,1,2,6,7,0,3,2,0,0,1,4,7,1
Q_cell_78,7,0,1,13,0,1,6,0,5,2,3,3,3,6,3,1,1,2,6,6,1,2,6,0,1,3,3,5,9,2,63,8,11,6,13,16,14,8,65,89,3,8,2,3,9,1,5,4,5,8,7,4,4,3,2,4,2,9,3,8,0,1,4,8,4,8,8,3,3,1,1,3,1,3,4,10,1,2,5,0,5,1,5,3,0,6,4,5,6,6,7,1,3,12,0,2,3,2,4,1
Q_cell_79,3,0,2,11,0,0,2,7,5,0,4,5,4,11,4,3,2,3,10,3,7,12,25,35,30,18,45,7,17,14,13,4,4,4,8,13,5,0,10,7,15,1,3,6,7,6,4,2,5,7,1,17,2,5,4,3,1,8,1,9,1,1,3,7,3,6,2,3,2,4,0,0,2,6,5,9,5,1,8,4,9,0,1,2,0,13,6,2,0,6,3,5,3,2,2,4,4,3,5,2
Q_cell_80,5,1,2,4,2,1,3,1,2,4,22,21,9,19,32,11,24,8,53,7,0,2,4,1,2,4,12,6,4,2,11,0,3,0,3,10,4,3,2,7,6,8,5,2,3,4,3,2,6,3,1,2,1,1,1,0,4,18,0,9,1,2,3,6,6,4,3,1,6,2,2,1,0,1,6,13,2,0,3,6,6,3,5,1,2,2,5,2,2,4,7,1,2,5,1,1,0,2,2,1
Q_cell_81,21,10,23,26,1,5,5,12,19,5,5,4,2,8,5,2,1,5,13,5,2,4,6,1,2,1,10,3,9,11,19,2,0,2,4,2,4,0,3,13,5,3,2,1,3,0,12,5,0,5,8,1,4,2,3,0,4,13,4,5,0,2,2,3,4,5,9,2,4,4,0,1,1,4,3,6,8,2,2,3,12,2,0,0,2,4,3,4,2,2,6,1,0,6,2,1,2,4,6,2
Q_cell_82,1,2,1,9,0,1,6,3,0,2,3,2,2,13,7,1,3,1,3,1,4,5,9,0,2,1,1,4,2,12,86,6,7,7,3,19,17,17,20,37,3,3,3,1,4,2,6,2,2,5,8,8,0,2,3,2,2,5,5,3,1,2,2,8,3,4,2,3,4,0,0,0,0,3,6,3,7,5,9,2,3,0,7,3,0,1,3,6,10,1,5,3,2,3,3,1,2,1,8,3
Q_cell_83,1,1,4,4,0,3,5,1,3,0,7,7,5,7,10,2,7,4,9,4,4,11,15,33,12,8,44,15,2,17,10,2,1,3,4,5,0,4,3,12,3,6,4,4,6,8,5,0,6,3,5,4,4,1,3,7,4,8,0,2,2,4,5,6,3,7,1,5,1,10,1,1,4,7,10,0,8,7,5,3,10,3,3,2,0,7,3,3,3,3,6,5,4,2,0,1,4,3,3,0
Q_cell_84,5,2,3,10,0,1,3,3,3,0,5,5,4,9,5,5,4,3,4,2,1,2,11,10,4,4,8,1,2,5,23,16,14,2,7,15,30,14,32,89,4,11,5,1,4,5,1,1,4,3,5,5,2,4,0,1,3,17,0,4,0,1,5,4,10,5,3,1,5,4,2,0,3,6,2,5,4,3,1,2,5,1,1,2,2,3,2,1,5,8,3,1,1,5,0,2,0,3,4,3
Q_cell_85,1,1,4,9,1,2,5,5,4,4,36,45,14,26,23,3,24,14,53,6,3,7,4,3,3,5,3,1,1,3,18,1,2,1,6,5,4,1,2,3,8,4,2,2,4,1,5,6,5,2,5,7,3,1,4,1,1,10,3,11,1,1,8,7,9,6,2,2,10,8,1,4,0,4,8,5,3,5,15,3,1,4,3,4,2,5,3,3,3,4,3,1,2,2,0,3,0,4,9,2
Q_cell_86,4,3,2,8,2,1,0,3,1,2,4,5,2,7,2,4,2,2,3,2,5,2,2,1,0,3,6,1,2,4,10,3,0,1,5,5,3,3,4,9,23,9,3,21,7,8,30,15,35,28,6,4,1,3,2,2,5,14,1,6,1,1,2,6,1,4,8,2,7,2,0,2,1,9,7,13,1,4,4,6,5,2,2,3,0,4,0,4,6,7,5,2,9,7,0,2,0,1,2,4
Q_cell_87,5,3,1,5,1,0,3,0,6,1,4,8,5,15,9,2,3,2,4,3,6,5,20,31,15,23,52,10,10,7,9,8,1,1,3,3,6,1,3,12,5,6,3,1,5,1,13,1,4,4,3,7,0,3,2,2,3,4,0,5,0,4,7,4,16,9,2,2,3,5,2,0,0,2,3,4,2,8,5,0,3,6,3,2,1,3,4,2,5,5,3,4,4,1,0,2,1,2,7,3
Q_cell_88,3,0,5,7,1,0,7,1,9,4,9,5,4,8,1,5,1,1,2,1,1,2,5,6,6,2,6,5,10,3,20,3,2,3,6,3,4,4,4,8,16,12,5,22,5,20,25,13,26,41,1,2,1,2,2,2,1,12,0,9,1,6,0,6,10,9,8,0,6,0,2,1,3,4,9,9,1,4,5,4,4,3,2,2,1,2,3,6,6,3,5,3,1,1,1,2,2,1,6,3
Q_cell_89,6,1,7,8,0,1,12,2,3,1,6,3,2,7,11,4,8,1,4,0,4,0,6,0,4,1,14,2,4,3,56,12,17,8,10,4,20,31,39,66,6,3,0,2,2,3,8,2,3,11,8,6,0,2,3,1,3,5,5,9,1,2,8,7,7,1,7,5,6,0,0,2,4,1,6,14,3,5,5,4,11,2,1,4,2,6,2,2,5,2,1,2,2,8,1,1,7,2,6,0
Q_cell_90,14,5,6,35,2,7,10,9,6,3,5,4,3,8,3,1,5,2,2,2,4,1,5,3,0,4,6,4,1,2,15,1,0,2,5,6,5,0,1,5,6,4,4,3,5,4,7,0,6,6,6,4,2,0,0,0,0,11,7,3,1,3,2,2,1,4,3,5,4,2,0,1,2,4,11,5,5,5,6,1,4,2,7,1,3,7,1,7,1,2,3,2,1,8,1,1,1,1,6,3
Q_cell_91,8,0,0,2,0,2,5,4,2,1,2,7,2,6,5,4,2,4,6,3,2,8,5,6,6,2,8,11,2,10,80,5,18,5,14,26,18,7,49,82,8,3,0,1,8,3,4,1,7,6,4,3,2,2,3,3,2,7,5,9,0,1,8,1,4,4,5,1,2,0,0,0,2,4,4,4,0,3,3,2,3,6,3,2,0,4,0,2,10,4,1,2,7,3,0,0,0,2,8,0
Q_cell_92,3,0,5,6,1,1,2,1,4,1,4,1,6,4,5,5,2,7,2,4,8,10,23,23,26,10,44,9,12,15,26,2,0,4,0,4,4,1,2,15,6,6,1,2,1,2,7,2,3,5,5,3,1,3,4,2,2,11,1,8,1,4,5,5,7,6,1,1,5,2,0,1,1,2,9,5,0,5,3,6,3,2,1,3,0,7,4,2,0,3,3,2,1,4,2,1,1,2,10,2
Q_cell_93,1,1,2,11,5,1,2,0,0,0,5,7,3,16,9,3,2,1,2,2,2,2,6,4,7,4,6,4,10,4,23,2,0,2,9,6,1,1,4,6,30,20,3,19,22,8,35,14,22,29,2,3,2,5,1,1,3,18,2,3,2,1,3,5,6,1,15,5,4,5,1,1,1,6,2,1,5,2,8,6,3,3,6,3,1,6,3,0,1,7,3,6,1,7,1,3,1,8,1,0
Q_cell_94,15,18,21,28,6,9,15,7,19,11,14,25,6,5,11,5,4,6,3,1,4,3,11,4,4,1,7,6,4,4,9,4,2,0,3,2,4,4,7,10,4,1,0,2,3,9,6,3,4,4,6,3,3,3,3,1,2,19,2,1,2,2,0,10,7,6,4,4,7,1,1,2,0,5,4,0,5,3,9,7,5,3,4,1,1,4,3,2,3,7,2,4,1,5,1,5,2,6,4,1
Q_cell_95,1,3,4,3,0,1,2,3,0,2,11,4,7,3,11,3,7,5,4,6,3,1,11,3,1,2,10,0,3,5,14,0,0,4,5,6,3,2,6,6,28,10,3,12,16,11,16,18,20,29,11,7,4,2,3,4,2,4,3,5,0,2,2,9,4,3,5,3,5,4,2,1,2,16,7,4,4,3,4,1,4,4,1,3,2,2,3,5,9,4,2,2,2,2,1,0,1,1,3,1
Q_cell_96,4,2,7,8,0,2,2,2,3,3,49,18,24,21,19,8,13,7,37,19,5,3,9,4,1,1,4,4,4,8,17,4,5,3,2,1,3,1,2,13,12,3,2,7,0,1,6,2,2,5,5,5,1,5,3,1,5,5,1,10,1,1,3,2,6,2,1,3,6,8,3,1,2,1,4,7,4,3,2,6,2,8,6,3,4,1,2,4,2,2,4,0,2,3,2,1,3,4,4,0
Q_cell_97,8,4,3,3,0,2,4,4,2,4,2,3,7,11,10,4,4,1,4,2,8,8,26,43,11,14,36,10,10,9,23,4,2,1,6,3,4,2,0,4,4,6,1,6,1,6,5,6,5,4,5,3,1,3,3,0,2,8,2,3,1,2,5,5,5,6,8,8,8,5,2,2,0,10,6,6,1,1,1,2,8,3,5,2,2,2,3,4,6,2,5,0,0,2,0,0,4,1,4,0
Q_cell_98,5,2,2,3,0,0,6,3,4,2,12,5,4,4,8,2,3,1,4,3,2,1,10,3,5,3,2,1,4,3,17,6,2,4,3,5,2,1,1,8,41,18,3,18,29,26,18,13,19,28,6,5,1,3,2,3,3,11,3,6,0,0,2,5,10,12,4,0,5,1,1,0,1,5,5,11,1,5,3,2,6,3,2,7,0,5,2,4,6,4,5,5,2,4,1,1,0,4,5,0
Q_cell_99,6,2,3,3,0,0,9,3,5,0,8,11,3,8,7,3,3,3,3,7,18,6,31,7,10,7,47,4,19,12,7,2,1,6,3,11,3,1,8,10,2,3,2,4,5,11,3,2,4,1,8,8,4,2,0,1,1,10,3,4,3,2,1,6,6,7,1,3,3,2,2,0,2,4,7,6,1,1,7,5,5,3,4,0,0,2,5,3,5,7,7,4,4,6,0,0,1,5,5,0
Q_cell_100,7,9,12,38,5,3,12,8,14,3,11,4,5,9,10,2,3,3,4,6,0,5,10,4,3,1,5,3,6,4,19,8,4,3,2,13,4,3,5,2,5,3,0,0,3,2,4,1,5,12,2,6,2,1,4,2,1,21,3,3,3,1,1,4,6,7,2,2,5,2,0,2,0,4,10,5,2,5,8,3,2,1,3,4,2,4,2,1,4,6,3,2,1,2,0,2,2,5,4,1
Q_cell_101,1,5,2,7,0,0,5,2,4,2,6,11,5,10,10,4,3,1,1,4,0,3,13,5,1,11,3,5,5,8,58,5,6,14,13,18,33,15,37,61,2,10,1,3,7,2,8,5,2,5,4,5,1,2,3,1,1,4,6,7,0,3,4,11,5,6,4,2,5,3,1,1,3,8,4,16,2,3,4,8,4,5,5,6,0,6,3,2,4,6,3,0,2,4,4,0,3,4,6,4
Q_cell_102,4,3,2,10,1,1,3,5,2,1,7,8,2,3,8,2,2,2,4,3,0,0,5,1,1,2,7,2,6,2,16,5,2,3,4,9,2,5,6,5,29,9,4,14,21,19,16,11,33,39,6,5,4,3,0,2,1,8,1,4,2,0,6,1,5,5,4,1,4,8,5,3,1,10,4,5,6,6,7,9,4,5,1,7,2,5,0,5,5,4,6,1,3,2,0,0,0,2,14,3
Q_cell_103,6,9,20,59,2,3,8,7,20,1,3,8,1,8,2,1,3,1,12,2,3,1,3,4,2,2,2,1,7,3,13,2,1,0,2,3,5,0,4,16,2,8,2,0,4,2,6,1,4,5,4,3,2,0,2,5,0,5,4,6,1,6,3,4,5,5,4,5,4,3,1,0,1,6,9,10,3,4,6,2,6,1,2,0,0,3,3,2,1,7,4,2,2,2,3,1,2,3,3,1
Q_cell_104,3,1,4,5,0,2,3,4,5,1,4,9,2,2,6,1,1,2,2,1,3,4,7,4,5,3,4,2,3,4,34,4,2,0,4,5,2,1,7,9,51,13,2,16,7,11,2,12,53,26,6,4,2,3,0,1,2,11,3,11,2,4,4,4,13,8,6,0,4,0,1,2,5,6,8,2,4,5,6,9,2,2,1,2,0,3,0,2,0,8,1,3,5,2,1,3,0,1,7,0
Q_cell_105,4,3,1,3,1,0,2,1,6,2,23,22,22,25,32,9,17,12,47,6,6,4,5,1,2,5,12,4,3,6,9,3,2,1,5,11,1,2,3,9,11,11,2,8,1,7,2,2,5,6,3,6,4,1,1,2,0,9,1,6,0,1,3,5,2,5,11,3,7,3,0,0,2,2,9,5,1,1,8,0,1,1,2,8,4,3,5,3,2,9,2,3,3,3,0,6,2,5,9,1
Q_cell_106,8,1,5,2,0,1,3,5,3,0,8,0,2,5,2,2,6,4,4,5,2,2,9,2,2,2,8,5,4,3,43,5,16,4,11,11,9,26,23,66,3,4,3,4,4,6,5,2,8,9,5,10,3,4,1,2,0,17,3,1,0,6,10,4,4,5,3,3,8,2,1,0,4,2,5,2,0,1,10,2,5,2,5,0,2,4,0,3,1,2,6,1,5,4,0,4,1,3,1,2
Q_cell_107,5,1,5,8,2,1,4,0,1,5,16,6,1,15,3,0,4,7,6,6,2,0,5,4,3,2,6,5,5,12,16,2,3,3,2,6,5,1,7,8,27,10,8,38,4,9,11,25,22,47,7,4,0,3,0,1,3,2,3,5,0,0,4,4,2,20,4,2,7,4,2,1,1,5,2,3,3,7,4,8,5,4,2,4,4,2,2,3,5,5,5,2,1,2,0,1,1,4,2,2
Q_cell_108,18,10,12,33,3,2,13,11,23,5,4,3,1,12,7,5,1,3,2,4,4,2,3,1,3,0,3,7,8,3,19,2,4,0,5,10,8,1,7,10,3,8,4,3,8,8,9,2,1,3,5,0,2,1,2,1,4,7,1,5,0,1,1,4,4,11,1,0,7,5,1,3,0,4,5,3,2,7,3,4,6,1,2,0,1,7,4,5,5,5,10,2,3,3,1,2,3,2,5,1
Q_cell_109,5,0,5,6,0,0,1,1,0,2,4,7,3,2,8,1,3,2,1,5,10,18,29,14,26,29,34,3,7,16,10,3,8,1,2,6,8,0,0,4,5,3,0,1,2,8,6,1,7,1,7,14,3,2,3,3,0,15,2,7,1,0,2,6,6,12,5,0,8,4,1,0,0,3,3,7,5,2,4,3,3,3,2,5,1,3,4,2,1,7,4,4,0,4,0,4,1,1,8,1
Q_cell_110,5,1,5,15,2,0,1,1,9,1,5,5,2,5,8,4,2,1,5,2,6,4,25,23,23,11,22,5,7,12,12,2,2,2,4,4,1,3,1,5,4,7,2,1,12,7,4,1,2,5,9,5,1,5,2,4,2,6,4,10,0,5,16,5,0,5,3,5,0,3,2,1,4,5,7,3,1,8,9,4,8,4,1,4,0,8,0,3,3,2,2,4,4,5,1,1,1,1,1,5
Q_cell_111,4,1,1,5,0,3,6,1,2,0,12,10,3,3,4,2,5,3,3,1,8,3,6,4,5,1,4,2,9,8,8,2,2,1,3,4,3,3,2,6,39,12,3,16,12,11,25,24,41,31,4,9,3,2,1,2,5,9,6,9,1,1,5,1,10,9,7,1,6,3,2,2,2,2,9,4,3,3,7,1,4,4,1,3,0,4,1,1,2,8,5,2,1,2,2,0,2,1,6,1
Q_cell_112,5,0,4,7,2,1,7,1,1,3,25,52,15,10,23,7,34,5,33,24,1,2,5,0,5,4,14,2,2,2,13,4,3,1,3,8,5,3,1,6,4,4,1,1,2,3,4,2,4,2,6,5,1,2,4,3,4,12,2,8,0,3,8,11,5,5,3,5,9,1,1,1,4,3,6,5,5,2,1,4,14,6,5,3,0,10,3,2,5,5,1,7,6,1,1,0,1,0,7,1
Q_cell_113,3,6,6,7,5,1,3,4,1,1,1,9,0,5,4,2,3,3,4,2,1,3,8,0,13,3,12,1,5,5,40,13,14,10,9,7,46,14,34,77,5,8,1,4,3,2,1,2,2,4,6,4,0,2,1,2,0,1,0,6,1,1,4,5,3,2,10,1,5,3,5,2,3,2,9,5,5,4,5,0,8,6,3,5,1,6,4,2,5,4,5,0,5,4,1,0,1,6,7,1
Q_cell_114,3,1,6,5,0,1,3,4,2,1,5,6,4,5,1,2,3,3,4,4,10,0,7,5,2,2,5,3,7,9,65,18,22,1,10,11,13,8,48,65,2,4,1,3,6,3,4,1,7,2,5,2,0,4,2,0,4,13,7,6,2,4,1,3,5,4,0,1,3,2,1,4,2,6,5,6,4,12,4,5,6,3,4,3,0,5,2,10,6,3,2,2,0,2,0,3,3,4,13,3
Q_cell_115,5,0,1,10,0,0,2,1,4,4,10,1,3,11,1,2,1,0,1,2,2,2,6,2,9,5,10,6,12,1,15,2,3,3,2,5,5,2,5,6,42,22,1,8,9,8,26,8,41,22,8,3,1,2,5,6,2,9,2,8,0,0,4,3,1,3,2,2,2,2,0,1,2,5,5,7,1,6,3,1,5,0,10,1,0,2,1,6,1,4,8,1,4,8,2,2,1,1,4,1
Q_cell_116,8,6,13,59,2,1,13,7,19,9,10,6,0,18,11,3,5,0,2,2,5,3,5,3,3,3,6,4,7,5,21,2,4,1,1,8,6,1,4,7,16,5,1,0,7,2,2,2,0,6,3,9,1,3,3,1,2,2,1,2,0,5,1,9,0,13,3,2,6,8,0,3,1,6,6,7,4,4,3,6,5,3,1,2,4,3,1,2,6,5,2,2,1,2,0,1,2,1,2,2
Q_cell_117,3,4,1,3,2,1,6,4,1,1,5,1,4,5,5,3,8,1,5,5,17,13,34,27,22,23,22,22,5,22,27,1,3,1,5,8,0,11,7,7,5,3,0,4,4,5,1,2,1,8,2,5,1,0,1,2,9,19,0,11,0,3,5,5,8,3,5,0,2,2,1,0,0,7,8,8,7,0,11,1,3,3,5,2,2,4,0,1,3,11,8,4,6,5,2,2,3,2,11,5
Q_cell_118,15,10,14,119,4,7,3,9,24,3,3,3,4,14,8,2,9,1,3,2,7,1,11,4,5,0,1,4,3,1,7,1,4,3,6,5,1,0,3,6,6,8,4,4,3,3,6,1,1,2,5,3,3,3,0,3,4,9,2,6,1,0,2,7,8,4,7,2,11,7,3,2,0,7,4,4,3,2,8,2,1,5,2,3,0,4,2,1,1,4,9,5,5,6,1,0,0,0,7,0
Q_cell_119,3,2,5,6,1,1,4,5,3,4,4,3,7,6,3,1,5,0,4,2,4,0,9,2,3,3,6,3,2,2,13,4,5,1,3,4,2,6,2,5,33,20,7,17,5,8,16,17,15,32,2,8,2,1,1,4,1,9,6,11,2,5,3,9,4,5,1,2,4,2,2,3,2,2,4,12,3,4,3,4,4,3,0,1,2,5,1,2,1,5,5,0,2,3,1,0,1,1,3,4
Q_cell_120,2,2,4,13,3,0,1,4,3,4,5,8,1,3,4,1,7,2,8,1,2,9,26,22,36,17,36,4,8,17,13,1,5,2,1,6,2,0,2,5,6,6,2,4,1,4,2,1,4,7,4,4,1,4,1,6,3,4,3,8,2,1,0,2,13,7,4,5,5,1,0,1,2,3,7,4,3,4,11,1,5,1,2,5,0,9,4,2,1,3,9,0,3,1,1,1,0,0,8,5
Q_cell_121,10,2,3,5,1,1,7,3,1,3,5,10,2,2,5,7,3,4,9,6,3,1,7,1,6,4,6,5,7,8,18,2,1,2,3,8,0,0,8,4,24,13,5,21,3,15,12,6,31,26,2,2,0,3,1,3,1,7,3,10,0,0,3,0,4,18,6,0,2,5,1,0,3,6,5,6,1,7,6,2,4,2,0,5,1,3,2,2,4,4,5,3,0,2,1,4,1,3,10,1
Q_cell_122,6,1,2,3,1,2,2,3,3,0,6,11,3,8,6,4,4,2,4,4,3,1,10,6,1,0,8,2,5,4,56,3,16,10,12,21,22,14,37,52,4,10,5,2,3,5,9,4,5,6,2,5,1,3,2,5,5,18,5,3,2,2,5,4,6,6,2,4,6,2,1,2,1,3,3,7,4,3,3,3,2,5,5,2,0,9,2,3,4,6,9,0,3,0,0,1,3,4,7,0
Q_cell_123,16,16,11,32,4,3,9,6,11,1,2,1,0,6,4,3,4,1,10,1,4,2,8,2,1,4,6,3,6,5,16,3,2,5,3,0,4,2,1,5,11,5,2,8,2,1,6,0,2,13,1,2,2,3,3,2,5,16,3,5,2,2,3,9,3,4,6,2,7,2,6,2,1,6,4,8,4,0,3,4,3,3,1,1,2,9,1,4,5,5,9,3,10,8,2,1,5,2,6,1
Q_cell_124,8,6,8,68,4,5,7,18,24,1,3,7,3,13,5,3,8,3,4,3,2,4,1,2,5,1,1,3,2,10,23,1,1,4,0,3,8,4,0,5,22,2,0,3,4,6,5,1,10,8,9,3,2,1,0,1,4,8,1,4,2,1,3,6,3,6,4,3,15,6,0,2,1,3,6,5,3,4,4,7,3,2,2,4,1,2,1,2,0,3,4,2,1,1,1,0,5,1,5,0
Q_cell_125,7,4,1,6,1,1,0,0,1,6,5,1,4,9,4,4,4,2,1,2,5,2,4,4,8,3,4,5,5,2,14,1,0,1,6,8,3,0,3,8,20,18,7,16,13,7,21,20,61,27,3,4,2,2,2,1,3,2,3,8,3,6,7,7,5,8,1,4,9,3,0,4,0,5,5,9,0,3,8,4,4,1,1,0,2,3,1,1,0,0,4,4,6,1,0,0,0,2,4,2
